"rank","team","outlet","week","prior_rank","rank_chng"
4,"TB","ESPN",7,4,0
5,"DAL","ESPN",7,6,1
6,"BAL","ESPN",7,8,2
7,"GB","ESPN",7,5,-2
8,"LAC","ESPN",7,7,-1
9,"KC","ESPN",7,10,1
10,"TEN","ESPN",7,11,1
11,"CIN","ESPN",7,14,3
12,"CLE","ESPN",7,9,-3
13,"LV","ESPN",7,17,4
14,"NO","ESPN",7,13,-1
15,"PIT","ESPN",7,21,6
16,"MIN","ESPN",7,23,7
17,"CAR","ESPN",7,12,-5
18,"SF","ESPN",7,18,0
19,"CHI","ESPN",7,16,-3
20,"DEN","ESPN",7,15,-5
21,"NE","ESPN",7,19,-2
22,"IND","ESPN",7,25,3
23,"SEA","ESPN",7,20,-3
24,"PHI","ESPN",7,24,0
25,"WAS","ESPN",7,22,-3
26,"ATL","ESPN",7,26,0
27,"MIA","ESPN",7,27,0
28,"NYJ","ESPN",7,29,1
29,"JAX","ESPN",7,32,3
30,"HOU","ESPN",7,28,-2
31,"NYG","ESPN",7,30,-1
32,"DET","ESPN",7,31,-1
1,"ARI","NFL",7,2,1
2,"BUF","NFL",7,1,-1
3,"TB","NFL",7,3,0
4,"DAL","NFL",7,4,0
5,"BAL","NFL",7,7,2
6,"GB","NFL",7,6,0
7,"LA","NFL",7,8,1
8,"LAC","NFL",7,5,-3
9,"KC","NFL",7,10,1
10,"TEN","NFL",7,12,2
11,"CIN","NFL",7,13,2
12,"NO","NFL",7,11,-1
13,"CLE","NFL",7,9,-4
14,"MIN","NFL",7,15,1
15,"LV","NFL",7,18,3
16,"PIT","NFL",7,16,0
17,"SF","NFL",7,17,0
18,"IND","NFL",7,24,6
19,"CAR","NFL",7,14,-5
20,"DEN","NFL",7,19,-1
21,"NE","NFL",7,22,1
22,"SEA","NFL",7,21,-1
23,"CHI","NFL",7,23,0
24,"PHI","NFL",7,20,-4
25,"ATL","NFL",7,25,0
26,"WAS","NFL",7,26,0
27,"NYG","NFL",7,27,0
28,"JAX","NFL",7,32,4
29,"MIA","NFL",7,28,-1
30,"NYJ","NFL",7,31,1
31,"DET","NFL",7,29,-2
32,"HOU","NFL",7,30,-2
1,"ARI","PFT",7,2,1
2,"TB","PFT",7,3,1
3,"BAL","PFT",7,4,1
4,"LA","PFT",7,5,1
5,"GB","PFT",7,6,1
6,"BUF","PFT",7,1,-5
7,"DAL","PFT",7,7,0
8,"CIN","PFT",7,10,2
9,"TEN","PFT",7,14,5
10,"LAC","PFT",7,8,-2
11,"KC","PFT",7,11,0
12,"NO","PFT",7,12,0
13,"LV","PFT",7,15,2
14,"CLE","PFT",7,9,-5
15,"MIN","PFT",7,16,1
16,"CAR","PFT",7,13,-3
17,"PIT","PFT",7,21,4
18,"NE","PFT",7,17,-1
19,"SEA","PFT",7,18,-1
20,"SF","PFT",7,20,0
21,"CHI","PFT",7,19,-2
22,"PHI","PFT",7,22,0
23,"ATL","PFT",7,24,1
24,"IND","PFT",7,27,3
25,"DEN","PFT",7,23,-2
26,"WAS","PFT",7,25,-1
27,"JAX","PFT",7,32,5
28,"NYJ","PFT",7,29,1
29,"NYG","PFT",7,26,-3
30,"MIA","PFT",7,28,-2
31,"HOU","PFT",7,30,-1
32,"DET","PFT",7,31,-1
1,"ARI","USA",7,1,0
2,"LA","USA",7,2,0
3,"TB","USA",7,3,0
4,"DAL","USA",7,4,0
5,"BAL","USA",7,7,2
6,"GB","USA",7,9,3
7,"TEN","USA",7,11,4
8,"BUF","USA",7,5,-3
9,"LAC","USA",7,6,-3
10,"KC","USA",7,10,0
11,"NO","USA",7,13,2
12,"CLE","USA",7,8,-4
13,"CIN","USA",7,15,2
14,"MIN","USA",7,18,4
15,"CAR","USA",7,12,-3
16,"CHI","USA",7,14,-2
17,"LV","USA",7,23,6
18,"PIT","USA",7,16,-2
19,"SEA","USA",7,19,0
20,"SF","USA",7,20,0
21,"DEN","USA",7,17,-4
22,"IND","USA",7,24,2
23,"NE","USA",7,26,3
24,"PHI","USA",7,21,-3
25,"WAS","USA",7,22,-3
26,"ATL","USA",7,25,-1
27,"NYJ","USA",7,29,2
28,"JAX","USA",7,32,4
29,"MIA","USA",7,27,-2
30,"NYG","USA",7,31,1
31,"HOU","USA",7,28,-3
32,"DET","USA",7,30,-2
1,"GB","WaPo",7,2,1
2,"TB","WaPo",7,3,1
3,"ARI","WaPo",7,4,1
4,"LA","WaPo",7,5,1
5,"BAL","WaPo",7,6,1
6,"DAL","WaPo",7,7,1
7,"TEN","WaPo",7,10,3
8,"BUF","WaPo",7,1,-7
9,"CIN","WaPo",7,12,3
10,"NO","WaPo",7,11,1
11,"KC","WaPo",7,13,2
12,"CLE","WaPo",7,9,-3
13,"LAC","WaPo",7,8,-5
14,"MIN","WaPo",7,17,3
15,"LV","WaPo",7,18,3
16,"PIT","WaPo",7,19,3
17,"SF","WaPo",7,15,-2
18,"CHI","WaPo",7,14,-4
19,"ATL","WaPo",7,20,1
20,"NE","WaPo",7,16,-4
21,"PHI","WaPo",7,21,0
22,"CAR","WaPo",7,22,0
23,"DEN","WaPo",7,23,0
24,"IND","WaPo",7,26,2
25,"SEA","WaPo",7,24,-1
26,"WAS","WaPo",7,25,-1
27,"NYJ","WaPo",7,28,1
28,"NYG","WaPo",7,27,-1
29,"JAX","WaPo",7,32,3
30,"MIA","WaPo",7,29,-1
31,"HOU","WaPo",7,30,-1
32,"DET","WaPo",7,31,-1
1,"ARI","Yahoo",7,1,0
2,"LA","Yahoo",7,3,1
3,"TB","Yahoo",7,4,1
4,"DAL","Yahoo",7,6,2
5,"GB","Yahoo",7,5,0
6,"BUF","Yahoo",7,2,-4
7,"BAL","Yahoo",7,8,1
8,"KC","Yahoo",7,10,2
9,"LAC","Yahoo",7,7,-2
10,"TEN","Yahoo",7,13,3
11,"CLE","Yahoo",7,9,-2
12,"CIN","Yahoo",7,15,3
13,"NO","Yahoo",7,11,-2
14,"LV","Yahoo",7,19,5
15,"PIT","Yahoo",7,18,3
16,"MIN","Yahoo",7,25,9
17,"SF","Yahoo",7,12,-5
18,"CAR","Yahoo",7,14,-4
19,"NE","Yahoo",7,17,-2
20,"DEN","Yahoo",7,16,-4
21,"CHI","Yahoo",7,21,0
22,"IND","Yahoo",7,23,1
23,"SEA","Yahoo",7,20,-3
24,"PHI","Yahoo",7,22,-2
25,"WAS","Yahoo",7,24,-1
26,"ATL","Yahoo",7,27,1
27,"MIA","Yahoo",7,26,-1
28,"NYJ","Yahoo",7,29,1
29,"NYG","Yahoo",7,28,-1
30,"JAX","Yahoo",7,32,2
31,"HOU","Yahoo",7,31,0
32,"DET","Yahoo",7,30,-2
1,"ARI","BR",8,1,0
2,"LA","BR",8,2,0
3,"TB","BR",8,3,0
4,"BUF","BR",8,4,0
5,"GB","BR",8,7,2
6,"DAL","BR",8,6,0
7,"CIN","BR",8,10,3
8,"LAC","BR",8,9,1
9,"TEN","BR",8,11,2
10,"BAL","BR",8,5,-5
11,"LV","BR",8,15,4
12,"NO","BR",8,12,0
13,"CLE","BR",8,13,0
14,"KC","BR",8,8,-6
15,"NE","BR",8,16,1
16,"PIT","BR",8,14,-2
17,"IND","BR",8,23,6
18,"DEN","BR",8,18,0
19,"CAR","BR",8,17,-2
20,"SF","BR",8,19,-1
21,"SEA","BR",8,20,-1
22,"MIN","BR",8,22,0
23,"ATL","BR",8,26,3
24,"CHI","BR",8,21,-3
25,"NYG","BR",8,28,3
26,"PHI","BR",8,24,-2
27,"WAS","BR",8,27,0
28,"MIA","BR",8,25,-3
29,"NYJ","BR",8,29,0
30,"JAX","BR",8,30,0
31,"DET","BR",8,32,1
32,"HOU","BR",8,31,-1
1,"ARI","CBS",8,1,0
2,"GB","CBS",8,2,0
3,"LA","CBS",8,3,0
4,"TB","CBS",8,4,0
5,"DAL","CBS",8,5,0
6,"BUF","CBS",8,7,1
7,"CIN","CBS",8,12,5
8,"TEN","CBS",8,13,5
9,"BAL","CBS",8,6,-3
10,"LAC","CBS",8,8,-2
11,"LV","CBS",8,11,0
12,"NO","CBS",8,9,-3
13,"CLE","CBS",8,14,1
14,"MIN","CBS",8,15,1
15,"PIT","CBS",8,16,1
16,"IND","CBS",8,17,1
17,"KC","CBS",8,10,-7
18,"NE","CBS",8,24,6
19,"ATL","CBS",8,25,6
20,"SF","CBS",8,22,2
21,"CAR","CBS",8,18,-3
22,"CHI","CBS",8,19,-3
23,"SEA","CBS",8,20,-3
24,"DEN","CBS",8,21,-3
25,"NYG","CBS",8,27,2
26,"PHI","CBS",8,23,-3
27,"WAS","CBS",8,26,-1
28,"JAX","CBS",8,28,0
29,"MIA","CBS",8,29,0
30,"HOU","CBS",8,30,0
31,"DET","CBS",8,32,1
32,"NYJ","CBS",8,31,-1
1,"ARI","ESPN",8,1,0
2,"TB","ESPN",8,4,2
3,"LA","ESPN",8,3,0
4,"GB","ESPN",8,7,3
5,"BUF","ESPN",8,2,-3
6,"DAL","ESPN",8,5,-1
7,"CIN","ESPN",8,11,4
8,"BAL","ESPN",8,6,-2
9,"TEN","ESPN",8,10,1
10,"LAC","ESPN",8,8,-2
11,"LV","ESPN",8,13,2
12,"CLE","ESPN",8,12,0
13,"NO","ESPN",8,14,1
14,"KC","ESPN",8,9,-5
15,"PIT","ESPN",8,15,0
16,"IND","ESPN",8,22,6
17,"MIN","ESPN",8,16,-1
18,"NE","ESPN",8,21,3
19,"ATL","ESPN",8,26,7
20,"SF","ESPN",8,18,-2
21,"DEN","ESPN",8,20,-1
22,"CHI","ESPN",8,19,-3
23,"SEA","ESPN",8,23,0
24,"CAR","ESPN",8,17,-7
25,"PHI","ESPN",8,24,-1
26,"WAS","ESPN",8,25,-1
27,"NYG","ESPN",8,31,4
28,"MIA","ESPN",8,27,-1
29,"JAX","ESPN",8,29,0
30,"NYJ","ESPN",8,28,-2
31,"HOU","ESPN",8,30,-1
32,"DET","ESPN",8,32,0
1,"ARI","NFL",8,1,0
2,"TB","NFL",8,3,1
3,"BUF","NFL",8,2,-1
4,"DAL","NFL",8,4,0
5,"LA","NFL",8,7,2
6,"GB","NFL",8,6,0
7,"CIN","NFL",8,11,4
8,"BAL","NFL",8,5,-3
9,"LAC","NFL",8,8,-1
10,"TEN","NFL",8,10,0
11,"LV","NFL",8,15,4
12,"NO","NFL",8,12,0
13,"CLE","NFL",8,13,0
14,"KC","NFL",8,9,-5
15,"MIN","NFL",8,14,-1
16,"IND","NFL",8,18,2
17,"PIT","NFL",8,16,-1
18,"NE","NFL",8,21,3
19,"SF","NFL",8,17,-2
20,"ATL","NFL",8,25,5
21,"DEN","NFL",8,20,-1
22,"SEA","NFL",8,22,0
23,"CHI","NFL",8,23,0
24,"NYG","NFL",8,27,3
25,"CAR","NFL",8,19,-6
26,"PHI","NFL",8,24,-2
27,"WAS","NFL",8,26,-1
28,"JAX","NFL",8,28,0
29,"MIA","NFL",8,29,0
30,"DET","NFL",8,31,1
31,"NYJ","NFL",8,30,-1
32,"HOU","NFL",8,32,0
1,"ARI","PFT",8,1,0
2,"TB","PFT",8,2,0
3,"LA","PFT",8,4,1
4,"GB","PFT",8,5,1
5,"BUF","PFT",8,6,1
6,"DAL","PFT",8,7,1
7,"CIN","PFT",8,8,1
8,"TEN","PFT",8,9,1
9,"BAL","PFT",8,3,-6
10,"LAC","PFT",8,10,0
11,"LV","PFT",8,13,2
12,"NO","PFT",8,12,0
13,"CLE","PFT",8,14,1
14,"MIN","PFT",8,15,1
15,"PIT","PFT",8,17,2
16,"NE","PFT",8,18,2
17,"KC","PFT",8,11,-6
18,"CAR","PFT",8,16,-2
19,"IND","PFT",8,24,5
20,"ATL","PFT",8,23,3
21,"SEA","PFT",8,19,-2
22,"SF","PFT",8,20,-2
23,"CHI","PFT",8,21,-2
24,"PHI","PFT",8,22,-2
25,"DEN","PFT",8,25,0
26,"NYG","PFT",8,29,3
27,"JAX","PFT",8,27,0
28,"WAS","PFT",8,26,-2
29,"NYJ","PFT",8,28,-1
30,"MIA","PFT",8,30,0
31,"HOU","PFT",8,31,0
32,"DET","PFT",8,32,0
1,"ARI","USA",8,1,0
2,"LA","USA",8,2,0
3,"TB","USA",8,3,0
4,"DAL","USA",8,4,0
5,"GB","USA",8,6,1
6,"TEN","USA",8,7,1
7,"BUF","USA",8,8,1
8,"CIN","USA",8,13,5
9,"BAL","USA",8,5,-4
10,"LAC","USA",8,9,-1
11,"LV","USA",8,17,6
12,"NO","USA",8,11,-1
13,"KC","USA",8,10,-3
14,"CLE","USA",8,12,-2
15,"MIN","USA",8,14,-1
16,"PIT","USA",8,18,2
17,"IND","USA",8,22,5
18,"SF","USA",8,20,2
19,"CHI","USA",8,16,-3
20,"DEN","USA",8,21,1
21,"NE","USA",8,23,2
22,"SEA","USA",8,19,-3
23,"PHI","USA",8,24,1
24,"WAS","USA",8,25,1
25,"ATL","USA",8,26,1
26,"NYG","USA",8,30,4
27,"CAR","USA",8,15,-12
28,"JAX","USA",8,28,0
29,"MIA","USA",8,29,0
30,"DET","USA",8,32,2
31,"NYJ","USA",8,27,-4
32,"HOU","USA",8,31,-1
1,"GB","WaPo",8,1,0
2,"TB","WaPo",8,2,0
3,"ARI","WaPo",8,3,0
4,"LA","WaPo",8,4,0
5,"TEN","WaPo",8,7,2
6,"DAL","WaPo",8,6,0
7,"CIN","WaPo",8,9,2
8,"BUF","WaPo",8,8,0
9,"NO","WaPo",8,10,1
10,"BAL","WaPo",8,5,-5
11,"CLE","WaPo",8,12,1
12,"LV","WaPo",8,15,3
13,"LAC","WaPo",8,13,0
14,"MIN","WaPo",8,14,0
15,"ATL","WaPo",8,19,4
16,"PIT","WaPo",8,16,0
17,"NE","WaPo",8,20,3
18,"IND","WaPo",8,24,6
19,"KC","WaPo",8,11,-8
20,"SF","WaPo",8,17,-3
21,"CHI","WaPo",8,18,-3
22,"NYG","WaPo",8,28,6
23,"PHI","WaPo",8,21,-2
24,"CAR","WaPo",8,22,-2
25,"DEN","WaPo",8,23,-2
26,"SEA","WaPo",8,25,-1
27,"WAS","WaPo",8,26,-1
28,"JAX","WaPo",8,29,1
29,"NYJ","WaPo",8,27,-2
30,"MIA","WaPo",8,30,0
31,"HOU","WaPo",8,31,0
32,"DET","WaPo",8,32,0
1,"ARI","Yahoo",8,1,0
2,"TB","Yahoo",8,3,1
3,"LA","Yahoo",8,2,-1
4,"DAL","Yahoo",8,4,0
5,"GB","Yahoo",8,5,0
6,"BUF","Yahoo",8,6,0
7,"CIN","Yahoo",8,12,5
8,"BAL","Yahoo",8,7,-1
9,"TEN","Yahoo",8,10,1
10,"LAC","Yahoo",8,9,-1
11,"LV","Yahoo",8,14,3
12,"NO","Yahoo",8,13,1
13,"KC","Yahoo",8,8,-5
14,"CLE","Yahoo",8,11,-3
15,"NE","Yahoo",8,19,4
16,"IND","Yahoo",8,22,6
17,"PIT","Yahoo",8,15,-2
18,"MIN","Yahoo",8,16,-2
19,"SF","Yahoo",8,17,-2
20,"ATL","Yahoo",8,26,6
21,"CAR","Yahoo",8,18,-3
22,"DEN","Yahoo",8,20,-2
23,"SEA","Yahoo",8,23,0
24,"CHI","Yahoo",8,21,-3
25,"PHI","Yahoo",8,24,-1
26,"WAS","Yahoo",8,25,-1
27,"NYG","Yahoo",8,29,2
28,"JAX","Yahoo",8,30,2
29,"MIA","Yahoo",8,27,-2
30,"NYJ","Yahoo",8,28,-2
31,"DET","Yahoo",8,32,1
32,"HOU","Yahoo",8,31,-1
1,"LA","BR",9,2,1
2,"BUF","BR",9,4,2
3,"GB","BR",9,5,2
4,"TB","BR",9,3,-1
5,"ARI","BR",9,1,-4
6,"DAL","BR",9,6,0
7,"TEN","BR",9,9,2
8,"BAL","BR",9,10,2
9,"LAC","BR",9,8,-1
10,"CIN","BR",9,7,-3
11,"NO","BR",9,12,1
12,"LV","BR",9,11,-1
13,"KC","BR",9,14,1
14,"PIT","BR",9,16,2
15,"NE","BR",9,15,0
16,"CLE","BR",9,13,-3
17,"IND","BR",9,17,0
18,"SEA","BR",9,21,3
19,"CAR","BR",9,19,0
20,"DEN","BR",9,18,-2
21,"NYG","BR",9,25,4
22,"SF","BR",9,20,-2
23,"MIN","BR",9,22,-1
24,"PHI","BR",9,26,2
25,"CHI","BR",9,24,-1
26,"ATL","BR",9,23,-3
27,"NYJ","BR",9,29,2
28,"WAS","BR",9,27,-1
29,"MIA","BR",9,28,-1
30,"HOU","BR",9,32,2
31,"JAX","BR",9,30,-1
32,"DET","BR",9,31,-1
1,"GB","CBS",9,2,1
2,"LA","CBS",9,3,1
3,"BUF","CBS",9,6,3
4,"ARI","CBS",9,1,-3
5,"TEN","CBS",9,8,3
6,"NO","CBS",9,12,6
7,"TB","CBS",9,4,-3
8,"DAL","CBS",9,5,-3
9,"BAL","CBS",9,9,0
10,"LV","CBS",9,11,1
11,"CIN","CBS",9,7,-4
12,"KC","CBS",9,17,5
13,"PIT","CBS",9,15,2
14,"NE","CBS",9,18,4
15,"LAC","CBS",9,10,-5
16,"MIN","CBS",9,14,-2
17,"CLE","CBS",9,13,-4
18,"IND","CBS",9,16,-2
19,"CAR","CBS",9,21,2
20,"SF","CBS",9,20,0
21,"SEA","CBS",9,23,2
22,"DEN","CBS",9,24,2
23,"ATL","CBS",9,19,-4
24,"PHI","CBS",9,26,2
25,"CHI","CBS",9,22,-3
26,"NYG","CBS",9,25,-1
27,"WAS","CBS",9,27,0
28,"NYJ","CBS",9,32,4
29,"JAX","CBS",9,28,-1
30,"MIA","CBS",9,29,-1
31,"HOU","CBS",9,30,-1
32,"DET","CBS",9,31,-1
1,"GB","ESPN",9,4,3
2,"ARI","ESPN",9,1,-1
3,"LA","ESPN",9,3,0
4,"TB","ESPN",9,2,-2
5,"DAL","ESPN",9,6,1
6,"BUF","ESPN",9,5,-1
7,"BAL","ESPN",9,8,1
8,"TEN","ESPN",9,9,1
9,"CIN","ESPN",9,7,-2
10,"NO","ESPN",9,13,3
11,"LV","ESPN",9,11,0
12,"LAC","ESPN",9,10,-2
13,"NE","ESPN",9,18,5
14,"PIT","ESPN",9,15,1
15,"KC","ESPN",9,14,-1
16,"CLE","ESPN",9,12,-4
17,"SF","ESPN",9,20,3
18,"DEN","ESPN",9,21,3
19,"MIN","ESPN",9,17,-2
20,"CAR","ESPN",9,24,4
21,"SEA","ESPN",9,23,2
22,"IND","ESPN",9,16,-6
23,"CHI","ESPN",9,22,-1
24,"PHI","ESPN",9,25,1
25,"ATL","ESPN",9,19,-6
26,"NYG","ESPN",9,27,1
27,"WAS","ESPN",9,26,-1
28,"NYJ","ESPN",9,30,2
29,"JAX","ESPN",9,29,0
30,"MIA","ESPN",9,28,-2
31,"HOU","ESPN",9,31,0
32,"DET","ESPN",9,32,0
1,"GB","NFL",9,6,5
2,"DAL","NFL",9,4,2
3,"ARI","NFL",9,1,-2
4,"BUF","NFL",9,3,-1
5,"TB","NFL",9,2,-3
6,"LA","NFL",9,5,-1
7,"BAL","NFL",9,8,1
8,"NO","NFL",9,12,4
9,"TEN","NFL",9,10,1
10,"LV","NFL",9,11,1
11,"CIN","NFL",9,7,-4
12,"LAC","NFL",9,9,-3
13,"KC","NFL",9,14,1
14,"PIT","NFL",9,17,3
15,"NE","NFL",9,18,3
16,"CLE","NFL",9,13,-3
17,"SF","NFL",9,19,2
18,"SEA","NFL",9,22,4
19,"MIN","NFL",9,15,-4
20,"IND","NFL",9,16,-4
21,"CAR","NFL",9,25,4
22,"ATL","NFL",9,20,-2
23,"DEN","NFL",9,21,-2
24,"CHI","NFL",9,23,-1
25,"NYG","NFL",9,24,-1
26,"PHI","NFL",9,26,0
27,"NYJ","NFL",9,31,4
28,"WAS","NFL",9,27,-1
29,"MIA","NFL",9,29,0
30,"JAX","NFL",9,28,-2
31,"DET","NFL",9,30,-1
32,"HOU","NFL",9,32,0
1,"GB","PFT",9,4,3
2,"LA","PFT",9,3,1
3,"ARI","PFT",9,1,-2
4,"BUF","PFT",9,5,1
5,"DAL","PFT",9,6,1
6,"NO","PFT",9,12,6
7,"TB","PFT",9,2,-5
8,"TEN","PFT",9,8,0
9,"BAL","PFT",9,9,0
10,"LV","PFT",9,11,1
11,"CIN","PFT",9,7,-4
12,"PIT","PFT",9,15,3
13,"NE","PFT",9,16,3
14,"LAC","PFT",9,10,-4
15,"KC","PFT",9,17,2
16,"CLE","PFT",9,13,-3
17,"MIN","PFT",9,14,-3
18,"CAR","PFT",9,18,0
19,"SEA","PFT",9,21,2
20,"IND","PFT",9,19,-1
21,"SF","PFT",9,22,1
22,"ATL","PFT",9,20,-2
23,"PHI","PFT",9,24,1
24,"DEN","PFT",9,25,1
25,"CHI","PFT",9,23,-2
26,"NYJ","PFT",9,29,3
27,"NYG","PFT",9,26,-1
28,"WAS","PFT",9,28,0
29,"JAX","PFT",9,27,-2
30,"MIA","PFT",9,30,0
31,"HOU","PFT",9,31,0
32,"DET","PFT",9,32,0
1,"LA","USA",9,2,1
2,"GB","USA",9,5,3
3,"ARI","USA",9,1,-2
4,"TB","USA",9,3,-1
5,"DAL","USA",9,4,-1
6,"BUF","USA",9,7,1
7,"BAL","USA",9,9,2
8,"CIN","USA",9,8,0
9,"NE","USA",9,21,12
10,"LAC","USA",9,10,0
11,"LV","USA",9,11,0
12,"NO","USA",9,12,0
13,"TEN","USA",9,6,-7
14,"KC","USA",9,13,-1
15,"PIT","USA",9,16,1
16,"CLE","USA",9,14,-2
17,"MIN","USA",9,15,-2
18,"SEA","USA",9,22,4
19,"IND","USA",9,17,-2
20,"SF","USA",9,18,-2
21,"CHI","USA",9,19,-2
22,"DEN","USA",9,20,-2
23,"PHI","USA",9,23,0
24,"NYG","USA",9,26,2
25,"CAR","USA",9,27,2
26,"WAS","USA",9,24,-2
27,"ATL","USA",9,25,-2
28,"NYJ","USA",9,31,3
29,"JAX","USA",9,28,-1
30,"MIA","USA",9,29,-1
31,"HOU","USA",9,32,1
32,"DET","USA",9,30,-2
1,"GB","WaPo",9,1,0
2,"LA","WaPo",9,4,2
3,"DAL","WaPo",9,6,3
4,"TB","WaPo",9,2,-2
5,"ARI","WaPo",9,3,-2
6,"TEN","WaPo",9,5,-1
7,"BUF","WaPo",9,8,1
8,"NO","WaPo",9,9,1
9,"BAL","WaPo",9,10,1
10,"CIN","WaPo",9,7,-3
11,"LV","WaPo",9,12,1
12,"PIT","WaPo",9,16,4
13,"NE","WaPo",9,17,4
14,"KC","WaPo",9,19,5
15,"SF","WaPo",9,20,5
16,"CLE","WaPo",9,11,-5
17,"LAC","WaPo",9,13,-4
18,"MIN","WaPo",9,14,-4
19,"PHI","WaPo",9,23,4
20,"CAR","WaPo",9,24,4
21,"DEN","WaPo",9,25,4
22,"SEA","WaPo",9,26,4
23,"ATL","WaPo",9,15,-8
24,"IND","WaPo",9,18,-6
25,"CHI","WaPo",9,21,-4
26,"NYJ","WaPo",9,29,3
27,"NYG","WaPo",9,22,-5
28,"WAS","WaPo",9,27,-1
29,"JAX","WaPo",9,28,-1
30,"MIA","WaPo",9,30,0
31,"HOU","WaPo",9,31,0
32,"DET","WaPo",9,32,0
1,"LA","Yahoo",9,3,2
2,"DAL","Yahoo",9,4,2
3,"GB","Yahoo",9,5,2
4,"BUF","Yahoo",9,6,2
5,"ARI","Yahoo",9,1,-4
6,"TB","Yahoo",9,2,-4
7,"BAL","Yahoo",9,8,1
8,"TEN","Yahoo",9,9,1
9,"NO","Yahoo",9,12,3
10,"LV","Yahoo",9,11,1
11,"CIN","Yahoo",9,7,-4
12,"KC","Yahoo",9,13,1
13,"NE","Yahoo",9,15,2
14,"LAC","Yahoo",9,10,-4
15,"PIT","Yahoo",9,17,2
16,"SF","Yahoo",9,19,3
17,"CLE","Yahoo",9,14,-3
18,"IND","Yahoo",9,16,-2
