game_id,team,uni_id,backbone,belly_button,back_shoulder_blade,belt,pants,number,helmet,socks
2020_01_HOU_KC,HOU,2020_HOU_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#b1242d,#03182e,#02172e
2020_01_HOU_KC,KC,2020_KC_D.png,#c80417,#c80416,#c80417,#ffffff,#fefefe,#fefefe,#c80417,#c70416
2020_01_CHI_DET,CHI,2020_CHI_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#fefefe,#03182e,#ffffff
2020_01_CLE_BAL,CLE,2020_CLE_E.png,#3c2c24,#3b2c23,#3c2d24,#ffffff,#fefefe,#fefefe,#e7450f,#3b2c24
2020_01_GB_MIN,GB,2020_GB_A.png,#fefefe,#ffffff,#ffffff,#fbbf0d,#fbbf11,#004000,#fbbf11,#004000
2020_01_IND_JAX,IND,2020_IND_D.png,#12356b,#11356a,#12356a,#ffffff,#fefefe,#fefefe,#ffffff,#12356a
2020_01_LV_CAR,LV,2020_LV_D.png,#121212,#111111,#121212,#949494,#d1d7de,#c3c7ca,#bdc5d0,#000000
2020_01_MIA_NE,MIA,2020_MIA_C2.png,#fefefe,#ffffff,#ffffff,#008c97,#008d97,#008c96,#ffffff,#008c96
2020_01_NYJ_BUF,NYJ,2020_NYJ_C.png,#25623e,#25623d,#25633e,#ffffff,#fefefe,#eaeaea,#024f22,#005021
2020_01_PHI_WAS,PHI,2020_PHI_B.png,#fefefe,#ffffff,#ffffff,#000000,#fefefe,#255163,#003333,#ffffff
2020_01_SEA_ATL,SEA,2020_SEA_A.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#27445c,#0c2135,#24283b
2020_01_LAC_CIN,LAC,2020_LAC_B.png,#fefefe,#ffffff,#ffffff,#fdc73d,#fcc540,#338cd5,#ffffff,#348cd5
2020_01_ARI_SF,ARI,2020_ARZ_C.PNG,#fefefe,#ffffff,#c9596e,#ae0021,#ae0024,#797979,#ffffff,#ad0024
2020_01_TB_NO,TB,2020_TB_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#c41820,#423c37,#000000
2020_01_DAL_LA,DAL,2020_DAL_B.png,#002147,#002046,#002147,#dcdee0,#dbdddf,#fefefe,#b2bfcb,#002046
2020_01_CHI_DET,DET,2020_DET_D.png,#1b66bb,#1b65bb,#1b66bb,#1864bb,#1b66bb,#c0bbb5,#cbd1dc,#0761b0
2020_01_CLE_BAL,BAL,2020_BAL_E.png,#fefefe,#ffffff,#ffffff,#270263,#2a0365,#290364,#000000,#000000
2020_01_GB_MIN,MIN,2020_MIN_C.png,#3c2185,#3b2084,#3c2185,#ffffff,#fefefe,#fefefe,#41228d,#351d77
2020_01_IND_JAX,JAX,2020_JAX_A.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#1e1e1e,#000000,#ffffff
2020_01_LV_CAR,CAR,2020_CAR_A.png,#fefefe,#ffffff,#ffffff,#0087d5,#fefefe,#000000,#b5beca,#0087d4
2020_01_MIA_NE,NE,2020_NE_C.png,#031f4b,#021e4a,#031f4b,#021c49,#031f4b,#fefefe,#b6bec8,#021e4a
2020_01_NYJ_BUF,BUF,2020_BUF_C.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#00328c,#ffffff,#ffffff
2020_01_PHI_WAS,WAS,2020_WFT_F.png,#800000,#800000,#800000,#ffffff,#fefefe,#fefefe,#800000,#800000
2020_01_SEA_ATL,ATL,2020_ATL_N.PNG,#000000,#000000,#000000,#000000,#000000,#fefefe,#242424,#000000
2020_01_LAC_CIN,CIN,2020_CIN_K3.png,#000000,#000000,#000000,#000000,#000000,#fefefe,#fb3012,#000000
2020_01_ARI_SF,SF,2020_SF_C.png,#bb0915,#bb0815,#bb0915,#d2ad7c,#d1ad7d,#fefefe,#bf9e79,#bb0915
2020_01_TB_NO,NO,2020_NO_F2.png,#000000,#000000,#000000,#000000,#000000,#e1cc82,#c7be8c,#000000
2020_01_DAL_LA,LA,2020_LAR_B.png,#eae3dd,#eae4dd,#ebe3dd,#ece5de,#eae3dd,#031cae,#031caf,#021cae
2020_01_PIT_NYG,PIT,2020_PIT_A.png,#fefefe,#ffffff,#ffffff,#fdd736,#fcd638,#fefefe,#000000,#000000
2020_01_TEN_DEN,TEN,2020_TEN_B.png,#fefefe,#ffffff,#ffffff,#09203d,#0c2340,#fefefe,#001328,#0b2240
2020_01_PIT_NYG,NYG,2020_NYG_D.png,#2a367e,#2a367e,#2a367d,#ffffff,#fefefe,#fefefe,#000062,#2a357d
2020_01_TEN_DEN,DEN,2020_DEN_E.png,#03182f,#02172f,#03182f,#02152c,#fefefe,#03182f,#03182e,#02172e
2020_02_CIN_CLE,CIN,2020_CIN_A.png,#fefefe,#ffffff,#fefaf9,#ffffff,#fefefe,#000000,#fb3012,#ffffff
2020_02_CIN_CLE,CLE,2020_CLE_H.png,#3c2c24,#3b2c23,#3c2d24,#e9430c,#e8450f,#fefefe,#e7450f,#3b2c24
2020_02_ATL_DAL,ATL,2020_ATL_N.PNG,#000000,#000000,#000000,#000000,#000000,#fefefe,#242424,#000000
2020_02_BUF_MIA,BUF,2020_BUF_F.png,#00338d,#00328d,#00338d,#ffffff,#fefefe,#fefefe,#ffffff,#00338c
2020_02_CAR_TB,CAR,2020_CAR_Q.png,#0088d4,#0088d4,#0088d4,#0087d5,#fefefe,#fefefe,#b5beca,#0087d4
2020_02_DEN_PIT,DEN,2020_DEN_A.png,#fefefe,#ffffff,#ffffff,#02152c,#fefefe,#fefefe,#03182e,#02172e
2020_02_DET_GB,DET,2020_DET_B.png,#fefefe,#ffffff,#ffffff,#e3e4e8,#e2e2e7,#497da6,#cbd1dc,#0761b0
2020_02_JAX_TEN,JAX,2020_JAX_J.png,#000000,#000000,#000000,#ffffff,#fefefe,#fefefe,#000000,#ffffff
2020_02_LA_PHI,LA,2020_LAR_B.png,#eae3dd,#eae4dd,#ebe3dd,#ece5de,#eae3dd,#031cae,#031caf,#021cae
2020_02_MIN_IND,MIN,2020_MIN_B.png,#fefefe,#ffffff,#ffffff,#391e84,#3c2185,#3c2084,#41228d,#351d77
2020_02_NYG_CHI,NYG,2020_NYG_A.png,#fefefe,#ffffff,#ffffff,#aab3ac,#a9b3ac,#b20000,#000062,#b30000
2020_02_SF_NYJ,SF,2020_SF_C.png,#bb0915,#bb0815,#bb0915,#d2ad7c,#d1ad7d,#fefefe,#bf9e79,#bb0915
2020_02_WAS_ARI,WAS,2020_WFT_A.png,#fefefe,#ffffff,#ffffff,#7f0000,#800000,#800000,#800000,#ffffff
2020_02_BAL_HOU,BAL,2020_BAL_G.png,#2a0365,#2a0264,#2a0364,#ffffff,#fefefe,#fefefe,#000000,#000000
2020_02_KC_LAC,KC,2020_KC_D.png,#c80417,#c80416,#c80417,#ffffff,#fefefe,#fefefe,#c80417,#c70416
2020_02_NE_SEA,NE,2020_NE_A.png,#fefefe,#ffffff,#ffffff,#021c49,#031f4b,#031e4a,#b6bec8,#021e4a
2020_02_ATL_DAL,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_02_BUF_MIA,MIA,2020_MIA_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#008c96,#ffffff,#008c96
2020_02_CAR_TB,TB,2020_TB_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#c41820,#423c37,#000000
2020_02_DEN_PIT,PIT,2020_PIT_D.png,#000000,#000000,#000000,#fdd736,#fcd638,#000000,#000000,#000000
2020_02_DET_GB,GB,2020_GB_D.png,#004000,#004000,#004000,#fbbf0d,#fbbf11,#fefefe,#fbbf11,#004000
2020_02_JAX_TEN,TEN,2020_TEN_B.png,#fefefe,#ffffff,#ffffff,#09203d,#0c2340,#fefefe,#001328,#0b2240
2020_02_LA_PHI,PHI,2020_PHI_E.png,#265264,#255164,#265264,#000000,#fefefe,#fefefe,#003333,#000000
2020_02_MIN_IND,IND,2020_IND_D.png,#12356b,#11356a,#12356a,#ffffff,#fefefe,#fefefe,#ffffff,#12356a
2020_02_NYG_CHI,CHI,2020_CHI_E.png,#03182f,#02172f,#03182f,#ffffff,#fefefe,#03182f,#03182e,#dc4813
2020_02_SF_NYJ,NYJ,2020_NYJ_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#225d3a,#024f22,#ffffff
2020_02_WAS_ARI,ARI,2020_ARZ_E.png,#ae0024,#ad0023,#ae0024,#ae0021,#ae0024,#580011,#ffffff,#ad0024
2020_02_BAL_HOU,HOU,2020_HOU_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#b1242d,#03182e,#02172e
2020_02_KC_LAC,LAC,2020_LAC_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#338cd5,#ffffff,#348cd5
2020_02_NE_SEA,SEA,2020_SEA_G.png,#24293c,#23283b,#24293c,#212639,#24293c,#bab0ab,#0c2135,#24283b
2020_02_NO_LV,NO,2020_NO_D.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#bc923d,#c7be8c,#ffffff
2020_02_NO_LV,LV,2020_LV_D.png,#121212,#111111,#121212,#949494,#d1d7de,#c3c7ca,#bdc5d0,#000000
2020_03_MIA_JAX,MIA,2020_MIA_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#008c96,#ffffff,#ffffff
2020_03_MIA_JAX,JAX,2020_JAX_Zb.png,#018fad,#018ead,#018fad,#008ead,#018fad,#fefefe,#000000,#018eac
2020_03_CHI_ATL,CHI,2020_CHI_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#fefefe,#03182e,#ffffff
2020_03_CIN_PHI,CIN,2020_CIN_E2.png,#fefefe,#ffffff,#fefaf9,#000000,#000000,#000000,#fb3012,#000000
2020_03_HOU_PIT,HOU,2020_HOU_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#b1242d,#03182e,#02172e
2020_03_LA_BUF,LA,2020_LAR_D.png,#031dae,#021caf,#031daf,#021aaf,#031dae,#fed513,#031caf,#021cae
2020_03_LV_NE,LV,2020_LV_A.png,#fefefe,#ffffff,#ffffff,#949494,#d1d7de,#000000,#bdc5d0,#000000
2020_03_SF_NYG,SF,2020_SF_A.png,#fefefe,#ffffff,#ffffff,#d2ad7c,#d1ad7d,#ba0814,#bf9e79,#bb0915
2020_03_TEN_MIN,TEN,2020_TEN_D.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#fefefe,#001328,#ffffff
2020_03_WAS_CLE,WAS,2020_WFT_A.png,#fefefe,#ffffff,#ffffff,#7f0000,#800000,#800000,#800000,#ffffff
2020_03_CAR_LAC,CAR,2020_CAR_T.png,#0088d4,#0088d4,#0088d4,#0087d5,#000000,#fefefe,#b5beca,#000000
2020_03_NYJ_IND,NYJ,2020_NYJ_B2.png,#fefefe,#ffffff,#ffffff,#22613b,#25623e,#225d3a,#024f22,#ffffff
2020_03_DAL_SEA,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_03_DET_ARI,DET,2020_DET_A.png,#fefefe,#ffffff,#ffffff,#1864bb,#1b66bb,#497da6,#cbd1dc,#0761b0
2020_03_TB_DEN,TB,2020_TB_E.png,#423e3e,#413d3d,#423e3e,#3f3b3b,#423e3e,#fefefe,#423c37,#383535
2020_03_GB_NO,GB,2020_GB_A.png,#fefefe,#ffffff,#ffffff,#fbbf0d,#fbbf11,#004000,#fbbf11,#004000
2020_03_CHI_ATL,ATL,2020_ATL_N.PNG,#000000,#000000,#000000,#000000,#000000,#fefefe,#242424,#000000
2020_03_CIN_PHI,PHI,2020_PHI_E.png,#265264,#255164,#265264,#000000,#fefefe,#fefefe,#003333,#000000
2020_03_HOU_PIT,PIT,2020_PIT_D.png,#000000,#000000,#000000,#fdd736,#fcd638,#000000,#000000,#000000
2020_03_LA_BUF,BUF,2020_BUF_C.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#00328c,#ffffff,#ffffff
2020_03_LV_NE,NE,2020_NE_C.png,#031f4b,#021e4a,#031f4b,#021c49,#031f4b,#fefefe,#b6bec8,#021e4a
2020_03_SF_NYG,NYG,2020_NYG_D.png,#2a367e,#2a367e,#2a367d,#ffffff,#fefefe,#fefefe,#000062,#2a357d
2020_03_TEN_MIN,MIN,2020_MIN_C.png,#3c2185,#3b2084,#3c2185,#ffffff,#fefefe,#fefefe,#41228d,#351d77
2020_03_WAS_CLE,CLE,2020_CLE_E.png,#3c2c24,#3b2c23,#3c2d24,#ffffff,#fefefe,#fefefe,#e7450f,#3b2c24
2020_03_CAR_LAC,LAC,2020_LAC_B.png,#fefefe,#ffffff,#ffffff,#fdc73d,#fcc540,#338cd5,#ffffff,#348cd5
2020_03_NYJ_IND,IND,2020_IND_D.png,#12356b,#11356a,#12356a,#ffffff,#fefefe,#fefefe,#ffffff,#12356a
2020_03_DAL_SEA,SEA,2020_SEA_G.png,#24293c,#23283b,#24293c,#212639,#24293c,#bab0ab,#0c2135,#24283b
2020_03_DET_ARI,ARI,2020_ARZ_E3.png,#ae0024,#ad0023,#ae0024,#ae0021,#ae0024,#580011,#ffffff,#ad0024
2020_03_TB_DEN,DEN,2020_DEN_C.png,#ef5f20,#ee5e20,#ef5f20,#02152c,#fefefe,#ee5e20,#03182e,#02172e
2020_03_GB_NO,NO,2020_NO_F2.png,#000000,#000000,#000000,#000000,#000000,#e1cc82,#c7be8c,#000000
2020_03_KC_BAL,KC,2020_KC_C.png,#fefefe,#ffffff,#ffffff,#c90314,#c80417,#c70416,#c80417,#ffffff
2020_03_KC_BAL,BAL,2020_BAL_P.png,#000000,#000000,#000000,#ffffff,#fefefe,#fefefe,#000000,#000000
2020_04_DEN_NYJ,DEN,2020_DEN_A.png,#fefefe,#ffffff,#ffffff,#02152c,#fefefe,#fefefe,#03182e,#02172e
2020_04_DEN_NYJ,NYJ,2020_NYJ_E2.png,#000000,#000000,#000000,#000000,#000000,#edf2ef,#024f22,#000000
2020_04_ARI_CAR,ARI,2020_ARZ_D2.png,#ae0024,#ad0023,#ae0024,#ffffff,#fefefe,#580011,#ffffff,#ad0024
2020_04_BAL_WAS,BAL,2020_BAL_C.png,#fefefe,#ffffff,#ffffff,#000000,#000000,#290364,#000000,#000000
2020_04_CLE_DAL,CLE,2020_CLE_G.png,#3c2c24,#3b2c23,#3c2d24,#392a21,#3c2c24,#e7440f,#e7450f,#3b2c24
2020_04_JAX_CIN,JAX,2020_JAX_A.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#1e1e1e,#000000,#ffffff
2020_04_LAC_TB,LAC,2020_LAC_C.png,#348dd6,#338dd5,#348dd5,#ffffff,#fefefe,#fefefe,#ffffff,#348cd5
2020_04_MIN_HOU,MIN,2020_MIN_B2.png,#fefefe,#ffffff,#ffffff,#391e84,#3c2185,#3c2084,#41228d,#351d77
2020_04_NO_DET,NO,2020_NO_B2.png,#fefefe,#ffffff,#ffffff,#000000,#000000,#000000,#c7be8c,#000000
2020_04_SEA_MIA,SEA,2020_SEA_F.png,#24293c,#23283b,#24293c,#e5e0dd,#e3dfdb,#bab0ab,#0c2135,#24283b
2020_04_NYG_LA,NYG,2020_NYG_A.png,#fefefe,#ffffff,#ffffff,#aab3ac,#a9b3ac,#b20000,#000062,#b30000
2020_04_IND_CHI,IND,2020_IND_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#11346a,#ffffff,#ffffff
2020_04_BUF_LV,BUF,2020_BUF_K.png,#fefefe,#ffffff,#ffffff,#00308c,#00338d,#00328c,#ffffff,#ffffff
2020_04_PHI_SF,PHI,2020_PHI_B.png,#fefefe,#ffffff,#ffffff,#000000,#fefefe,#255163,#003333,#ffffff
2020_04_ARI_CAR,CAR,2020_CAR_A.png,#fefefe,#ffffff,#ffffff,#0087d5,#fefefe,#000000,#b5beca,#0087d4
2020_04_BAL_WAS,WAS,2020_WFT_F.png,#800000,#800000,#800000,#ffffff,#fefefe,#fefefe,#800000,#800000
2020_04_CLE_DAL,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_04_JAX_CIN,CIN,2020_CIN_I2.png,#000000,#000000,#000000,#ffffff,#fefefe,#fefefe,#fb3012,#000000
2020_04_LAC_TB,TB,2020_TB_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#c41820,#423c37,#000000
2020_04_MIN_HOU,HOU,2020_HOU_D.png,#03182f,#02172f,#03182f,#ffffff,#fefefe,#fefefe,#03182e,#02172e
2020_04_NO_DET,DET,2020_DET_C.png,#1b66bb,#1b65bb,#1b66bb,#e3e4e8,#e2e2e7,#c0bbb5,#cbd1dc,#0761b0
2020_04_SEA_MIA,MIA,2020_MIA_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#008c96,#ffffff,#008c96
2020_04_NYG_LA,LA,2020_LAR_C.png,#031dae,#021caf,#031daf,#021aaf,#f8db00,#fed513,#031caf,#021cae
2020_04_IND_CHI,CHI,2020_CHI_J.png,#dd4814,#dd4713,#dd4814,#ffffff,#fefefe,#dc4714,#03182e,#dc4813
2020_04_BUF_LV,LV,2020_LV_D.png,#121212,#111111,#121212,#949494,#d1d7de,#c3c7ca,#bdc5d0,#000000
2020_04_PHI_SF,SF,2020_SF_C.png,#bb0915,#bb0815,#bb0915,#d2ad7c,#d1ad7d,#fefefe,#bf9e79,#bb0915
2020_04_NE_KC,NE,2020_NE_A.png,#fefefe,#ffffff,#ffffff,#021c49,#031f4b,#031e4a,#b6bec8,#021e4a
2020_04_ATL_GB,ATL,2020_ATL_A.PNG,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#000000,#242424,#ffffff
2020_04_NE_KC,KC,2020_KC_D.png,#c80417,#c80416,#c80417,#ffffff,#fefefe,#fefefe,#c80417,#c70416
2020_04_ATL_GB,GB,2020_GB_D.png,#004000,#004000,#004000,#fbbf0d,#fbbf11,#fefefe,#fbbf11,#004000
2020_05_TB_CHI,TB,2020_TB_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#c41820,#423c37,#000000
2020_05_TB_CHI,CHI,2020_CHI_E.png,#03182f,#02172f,#03182f,#ffffff,#fefefe,#03182f,#03182e,#dc4813
2020_05_ARI_NYJ,ARI,2020_ARZ_A2.png,#fefefe,#ffffff,#c9596e,#ffffff,#fefefe,#797979,#ffffff,#ad0024
2020_05_CAR_ATL,CAR,2020_CAR_A.png,#fefefe,#ffffff,#ffffff,#0087d5,#fefefe,#000000,#b5beca,#0087d4
2020_05_CIN_BAL,CIN,2020_CIN_E2.png,#fefefe,#ffffff,#fefaf9,#000000,#000000,#000000,#fb3012,#000000
2020_05_JAX_HOU,JAX,2020_JAX_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#1e1e1e,#000000,#000000
2020_05_LA_WAS,LA,2020_LAR_B.png,#eae3dd,#eae4dd,#ebe3dd,#ece5de,#eae3dd,#031cae,#031caf,#021cae
2020_05_LV_KC,LV,2020_LV_A.png,#fefefe,#ffffff,#ffffff,#949494,#d1d7de,#000000,#bdc5d0,#000000
2020_05_PHI_PIT,PHI,2020_PHI_B.png,#fefefe,#ffffff,#ffffff,#000000,#fefefe,#255163,#003333,#ffffff
2020_05_MIA_SF,MIA,2020_MIA_C2.png,#fefefe,#ffffff,#ffffff,#008c97,#008d97,#008c96,#ffffff,#008c96
2020_05_IND_CLE,IND,2020_IND_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#11346a,#ffffff,#ffffff
2020_05_NYG_DAL,NYG,2020_NYG_D.png,#2a367e,#2a367e,#2a367d,#ffffff,#fefefe,#fefefe,#000062,#2a357d
2020_05_MIN_SEA,MIN,2020_MIN_B2.png,#fefefe,#ffffff,#ffffff,#391e84,#3c2185,#3c2084,#41228d,#351d77
2020_05_ARI_NYJ,NYJ,2020_NYJ_C.png,#25623e,#25623d,#25633e,#ffffff,#fefefe,#eaeaea,#024f22,#005021
2020_05_CAR_ATL,ATL,2020_ATL_N.PNG,#000000,#000000,#000000,#000000,#000000,#fefefe,#242424,#000000
2020_05_CIN_BAL,BAL,2020_BAL_G.png,#2a0365,#2a0264,#2a0364,#ffffff,#fefefe,#fefefe,#000000,#000000
2020_05_JAX_HOU,HOU,2020_HOU_D.png,#03182f,#02172f,#03182f,#ffffff,#fefefe,#fefefe,#03182e,#02172e
2020_05_LA_WAS,WAS,2020_WFT_F.png,#800000,#800000,#800000,#ffffff,#fefefe,#fefefe,#800000,#800000
2020_05_LV_KC,KC,2020_KC_D.png,#c80417,#c80416,#c80417,#ffffff,#fefefe,#fefefe,#c80417,#c70416
2020_05_PHI_PIT,PIT,2020_PIT_D.png,#000000,#000000,#000000,#fdd736,#fcd638,#000000,#000000,#000000
2020_05_MIA_SF,SF,2020_SF_C.png,#bb0915,#bb0815,#bb0915,#d2ad7c,#d1ad7d,#fefefe,#bf9e79,#bb0915
2020_05_IND_CLE,CLE,2020_CLE_H.png,#3c2c24,#3b2c23,#3c2d24,#e9430c,#e8450f,#fefefe,#e7450f,#3b2c24
2020_05_NYG_DAL,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_05_MIN_SEA,SEA,2020_SEA_O.png,#b6fe3e,#b5ff3d,#b6ff3e,#212639,#24293c,#27445c,#0c2135,#24283b
2020_05_LAC_NO,LAC,2020_LAC_B.png,#fefefe,#ffffff,#ffffff,#fdc73d,#fcc540,#338cd5,#ffffff,#348cd5
2020_05_LAC_NO,NO,2020_NO_F2.png,#000000,#000000,#000000,#000000,#000000,#e1cc82,#c7be8c,#000000
2020_05_BUF_TEN,BUF,2020_BUF_D.png,#fefefe,#ffffff,#ffffff,#00308c,#00338d,#00328c,#ffffff,#00338c
2020_05_BUF_TEN,TEN,2020_TEN_J2.png,#0c2340,#0b2240,#0c2340,#09203d,#0c2340,#0c2340,#001328,#0b2240
2020_06_DEN_NE,DEN,2020_DEN_A.png,#fefefe,#ffffff,#ffffff,#02152c,#fefefe,#fefefe,#03182e,#02172e
2020_06_ATL_MIN,ATL,2020_ATL_A.PNG,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#000000,#242424,#ffffff
2020_06_BAL_PHI,BAL,2020_BAL_C.png,#fefefe,#ffffff,#ffffff,#000000,#000000,#290364,#000000,#000000
2020_06_CHI_CAR,CHI,2020_CHI_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#fefefe,#03182e,#ffffff
2020_06_CIN_IND,CIN,2020_CIN_E2.png,#fefefe,#ffffff,#fefaf9,#000000,#000000,#000000,#fb3012,#000000
2020_06_CLE_PIT,CLE,2020_CLE_C.png,#fefefe,#ffffff,#ffffff,#392a21,#3c2c24,#3c2d23,#e7450f,#ffffff
2020_06_DET_JAX,DET,2020_DET_A.png,#fefefe,#ffffff,#ffffff,#1864bb,#1b66bb,#497da6,#cbd1dc,#0761b0
2020_06_HOU_TEN,HOU,2020_HOU_C.png,#fefefe,#ffffff,#ffffff,#02152c,#03182f,#b1242d,#03182e,#02172e
2020_06_WAS_NYG,WAS,2020_WFT_A.png,#fefefe,#ffffff,#ffffff,#7f0000,#800000,#800000,#800000,#ffffff
2020_06_NYJ_MIA,NYJ,2020_NYJ_C.png,#25623e,#25623d,#25633e,#ffffff,#fefefe,#eaeaea,#024f22,#005021
2020_06_GB_TB,GB,2020_GB_D.png,#004000,#004000,#004000,#fbbf0d,#fbbf11,#fefefe,#fbbf11,#004000
2020_06_LA_SF,LA,2020_LAR_D.png,#031dae,#021caf,#031daf,#021aaf,#031dae,#fed513,#031caf,#021cae
2020_06_DEN_NE,NE,2020_NE_C.png,#031f4b,#021e4a,#031f4b,#021c49,#031f4b,#fefefe,#b6bec8,#021e4a
2020_06_ATL_MIN,MIN,2020_MIN_C.png,#3c2185,#3b2084,#3c2185,#ffffff,#fefefe,#fefefe,#41228d,#351d77
2020_06_BAL_PHI,PHI,2020_PHI_E.png,#265264,#255164,#265264,#000000,#fefefe,#fefefe,#003333,#000000
2020_06_CHI_CAR,CAR,2020_CAR_Q.png,#0088d4,#0088d4,#0088d4,#0087d5,#fefefe,#fefefe,#b5beca,#0087d4
2020_06_CIN_IND,IND,2020_IND_D.png,#12356b,#11356a,#12356a,#ffffff,#fefefe,#fefefe,#ffffff,#12356a
2020_06_CLE_PIT,PIT,2020_PIT_D.png,#000000,#000000,#000000,#fdd736,#fcd638,#000000,#000000,#000000
2020_06_DET_JAX,JAX,2020_JAX_T.png,#018fad,#018ead,#018fad,#ffffff,#fefefe,#fefefe,#000000,#000000
2020_06_HOU_TEN,TEN,2020_TEN_J2.png,#0c2340,#0b2240,#0c2340,#09203d,#0c2340,#0c2340,#001328,#0b2240
2020_06_WAS_NYG,NYG,2020_NYG_D.png,#2a367e,#2a367e,#2a367d,#ffffff,#fefefe,#fefefe,#000062,#2a357d
2020_06_NYJ_MIA,MIA,2020_MIA_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#008c96,#ffffff,#008c96
2020_06_GB_TB,TB,2020_TB_A.png,#fefefe,#ffffff,#ffffff,#3f3b3b,#423e3e,#c41820,#423c37,#000000
2020_06_LA_SF,SF,2020_SF_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#ba0814,#c09f7a,#ffffff
2020_06_KC_BUF,KC,2020_KC_C.png,#fefefe,#ffffff,#ffffff,#c90314,#c80417,#c70416,#c80417,#ffffff
2020_06_ARI_DAL,ARI,2020_ARZ_D2.png,#ae0024,#ad0023,#ae0024,#ffffff,#fefefe,#580011,#ffffff,#ad0024
2020_06_KC_BUF,BUF,2020_BUF_H2.png,#00338d,#00328d,#00338d,#00308c,#00338d,#fefefe,#ffffff,#00338c
2020_06_ARI_DAL,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_07_NYG_PHI,NYG,2020_NYG_A.png,#fefefe,#ffffff,#ffffff,#aab3ac,#a9b3ac,#b20000,#000062,#b30000
2020_07_NYG_PHI,PHI,2020_PHI_K3.png,#000000,#000000,#000000,#000000,#000000,#fefefe,#003333,#000000
2020_07_PIT_TEN,PIT,2020_PIT_A.png,#fefefe,#ffffff,#ffffff,#fdd736,#fcd638,#fefefe,#000000,#000000
2020_07_BUF_NYJ,BUF,2020_BUF_A2.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#00328c,#ffffff,#00338c
2020_07_CAR_NO,CAR,2020_CAR_A.png,#fefefe,#ffffff,#ffffff,#0087d5,#fefefe,#000000,#b5beca,#0087d4
2020_07_CLE_CIN,CLE,2020_CLE_I.png,#fefefe,#ffffff,#ffffff,#e9430c,#e8450f,#3c2d23,#e7450f,#ffffff
2020_07_DAL_WAS,DAL,2020_DAL_A.png,#fefefe,#ffffff,#ffffff,#afdcec,#aedbea,#002675,#b2bfcb,#002676
2020_07_DET_ATL,DET,2020_DET_F.png,#adadad,#adadad,#adadad,#adadad,#adadad,#a8b5d8,#cbd1dc,#989898
2020_07_GB_HOU,GB,2020_GB_A.png,#fefefe,#ffffff,#ffffff,#fbbf0d,#fbbf11,#004000,#fbbf11,#004000
2020_07_TB_LV,TB,2020_TB_B.png,#fefefe,#ffffff,#ffffff,#ffffff,#fefefe,#c41820,#423c37,#000000
2020_07_JAX_LAC,JAX,2020_JAX_E.png,#fefefe,#ffffff,#ffffff,#000000,#000000,#1e1e1e,#000000,#000000
2020_07_KC_DEN,KC,2020_KC_C.png,#fefefe,#ffffff,#ffffff,#c90314,#c80417,#c70416,#c80417,#ffffff
