game_id,team,uni_id,backbone,belly_button,back_shoulder_blade,belt,pants,number,helmet,socks
2000_10_MIA_DET,DET,2000_DET_2.png,#0065ae,#0065ae,#0065ae,#cfdaeb,#cfdaeb,#ffffff,#bfc6d3,#1a4c94
2000_10_BUF_NE,NE,2000_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2000_10_SF_NO,NO,2000_NO_2.png,#000000,#000000,#000000,#000000,#ecdda6,#beaa4c,#a49663,#000000
2000_10_IND_CHI,CHI,2000_CHI_4.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#03182f,#03182f,#03182f
2000_10_TB_ATL,ATL,2000_ATL_2.png,#000000,#000000,#000000,#000000,#dcdee2,#ffffff,#000000,#000000
2000_10_DAL_PHI,PHI,2000_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2000_10_PIT_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_10_BAL_CIN,CIN,2000_CIN_2.png,#000000,#000000,#000000,#000000,#ffffff,#ffffff,#000000,#000000
2000_10_NYG_CLE,CLE,2000_CLE_2.png,#322820,#322820,#322820,#ffffff,#ffffff,#ffffff,#f9461c,#322820
2000_10_WAS_ARI,ARI,2000_ARZ_2.png,#ae0024,#ae0024,#ae0024,#ffffff,#ffffff,#ffffff,#ffffff,#ae0024
2000_10_KC_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2000_10_SD_SEA,SEA,2000_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2000_10_DEN_NYJ,NYJ,2000_NYJ_2.png,#00462e,#00462e,#00462e,#00452d,#ffffff,#cedcd8,#ffffff,#00462e
2000_10_CAR_STL,STL,2000_STL_2.png,#122350,#122350,#122350,#11224f,#d8c89c,#d4c292,#001e42,#122350
2000_10_MIN_GB,GB,2000_GB_2.png,#1e3e22,#1e3e22,#1e3e22,#fecb00,#fecb00,#ffffff,#fecb00,#1e3e22
2000_11_CIN_DAL,DAL,2000_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2000_11_ARI_MIN,MIN,2000_MIN_2.png,#432c67,#432c67,#432c67,#ffffff,#ffffff,#ffde29,#401b4b,#342f6f
2000_11_PHI_PIT,PIT,2000_PIT_2.png,#000000,#000000,#000000,#ffe135,#ffe135,#ffffff,#000000,#000000
2000_11_ATL_DET,DET,2000_DET_2.png,#0065ae,#0065ae,#0065ae,#cfdaeb,#cfdaeb,#ffffff,#bfc6d3,#1a4c94
2000_11_SEA_JAX,JAX,2000_JAX_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#007198,#000000,#000000
2000_11_NO_CAR,CAR,2000_CAR_2.png,#000000,#000000,#000000,#0099d6,#ced1de,#ffffff,#adb6c2,#000000
2000_11_CHI_BUF,BUF,2000_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2000_11_BAL_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_11_NE_CLE,CLE,2000_CLE_2.png,#322820,#322820,#322820,#ffffff,#ffffff,#ffffff,#f9461c,#322820
2000_11_KC_SF,SF,2000_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2000_11_MIA_SD,SD,2000_SD_2.png,#0c2244,#0c2244,#0c2244,#0b2143,#ffffff,#ffffff,#0c2244,#0c2244
2000_11_GB_TB,TB,2000_TB_2.png,#b00000,#b00000,#b00000,#000000,#4e4e4b,#ff4900,#3d3e3f,#000000
2000_11_STL_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_11_NYJ_IND,IND,2000_IND_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#3059a3,#ffffff,#00338d
2000_11_OAK_DEN,DEN,2000_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2000_12_CAR_MIN,MIN,2000_MIN_2.png,#432c67,#432c67,#432c67,#ffffff,#ffffff,#ffde29,#401b4b,#342f6f
2000_12_BUF_KC,KC,2000_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2000_12_IND_GB,GB,2000_GB_2.png,#1e3e22,#1e3e22,#1e3e22,#fecb00,#fecb00,#ffffff,#fecb00,#1e3e22
2000_12_CIN_NE,NE,2000_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2000_12_ARI_PHI,PHI,2000_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2000_12_OAK_NO,NO,2000_NO_2.png,#000000,#000000,#000000,#000000,#ecdda6,#beaa4c,#a49663,#000000
2000_12_DET_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_12_CLE_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_12_TB_CHI,CHI,2000_CHI_4.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#03182f,#03182f,#03182f
2000_12_SD_DEN,DEN,2000_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2000_12_NYJ_MIA,MIA,2000_MIA_1.png,#ffffff,#ffffff,#ffffff,#356e87,#ffffff,#e85d29,#ffffff,#366f88
2000_12_DAL_BAL,BAL,2000_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2000_12_ATL_SF,SF,2000_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2000_12_JAX_PIT,PIT,2000_PIT_2.png,#000000,#000000,#000000,#ffe135,#ffe135,#ffffff,#000000,#000000
2000_12_WAS_STL,STL,2000_STL_2.png,#122350,#122350,#122350,#11224f,#d8c89c,#d4c292,#001e42,#122350
2000_13_NE_DET,DET,2000_DET_2.png,#0065ae,#0065ae,#0065ae,#cfdaeb,#cfdaeb,#ffffff,#bfc6d3,#1a4c94
2000_13_MIN_DAL,DAL,2000_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2000_13_BUF_TB,TB,2000_TB_2.png,#b00000,#b00000,#b00000,#000000,#4e4e4b,#ff4900,#3d3e3f,#000000
2000_13_PHI_WAS,WAS,2000_WAS_1.png,#ffffff,#ffffff,#ffffff,#8d030e,#8d030e,#6f0000,#800000,#ffffff
2000_13_CLE_BAL,BAL,2000_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2000_13_NO_STL,STL,2000_STL_2.png,#122350,#122350,#122350,#11224f,#d8c89c,#d4c292,#001e42,#122350
2000_13_CHI_NYJ,NYJ,2000_NYJ_2.png,#00462e,#00462e,#00462e,#00452d,#ffffff,#cedcd8,#ffffff,#00462e
2000_13_PIT_CIN,CIN,2000_CIN_2.png,#000000,#000000,#000000,#000000,#ffffff,#ffffff,#000000,#000000
2000_13_ATL_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2000_13_MIA_IND,IND,2000_IND_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#3059a3,#ffffff,#00338d
2000_13_KC_SD,SD,2000_SD_2.png,#0c2244,#0c2244,#0c2244,#0b2143,#ffffff,#ffffff,#0c2244,#0c2244
2000_13_TEN_JAX,JAX,2000_JAX_2.png,#007198,#007198,#007198,#000000,#ffffff,#ffffff,#000000,#000000
2000_13_DEN_SEA,SEA,2000_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2000_13_NYG_ARI,ARI,2000_ARZ_2.png,#ae0024,#ae0024,#ae0024,#ffffff,#ffffff,#ffffff,#ffffff,#ae0024
2000_13_GB_CAR,CAR,2000_CAR_2.png,#000000,#000000,#000000,#0099d6,#ced1de,#ffffff,#adb6c2,#000000
2000_14_DET_MIN,MIN,2000_MIN_2.png,#432c67,#432c67,#432c67,#ffffff,#ffffff,#ffde29,#401b4b,#342f6f
2000_14_DAL_TB,TB,2000_TB_2.png,#b00000,#b00000,#b00000,#000000,#4e4e4b,#ff4900,#3d3e3f,#000000
2000_14_OAK_PIT,PIT,2000_PIT_2.png,#000000,#000000,#000000,#ffe135,#ffe135,#ffffff,#000000,#000000
2000_14_NYG_WAS,WAS,2000_WAS_1.png,#ffffff,#ffffff,#ffffff,#8d030e,#8d030e,#6f0000,#800000,#ffffff
2000_14_ARI_CIN,CIN,2000_CIN_2.png,#000000,#000000,#000000,#000000,#ffffff,#ffffff,#000000,#000000
2000_14_MIA_BUF,BUF,2000_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2000_14_DEN_NO,NO,2000_NO_2.png,#000000,#000000,#000000,#000000,#ecdda6,#beaa4c,#a49663,#000000
2000_14_TEN_PHI,PHI,2000_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2000_14_STL_CAR,CAR,2000_CAR_2.png,#000000,#000000,#000000,#0099d6,#ced1de,#ffffff,#adb6c2,#000000
2000_14_SEA_ATL,ATL,2000_ATL_2.png,#000000,#000000,#000000,#000000,#dcdee2,#ffffff,#000000,#000000
2000_14_SF_SD,SD,2000_SD_2.png,#0c2244,#0c2244,#0c2244,#0b2143,#ffffff,#ffffff,#0c2244,#0c2244
2000_14_IND_NYJ,NYJ,2000_NYJ_2.png,#00462e,#00462e,#00462e,#00452d,#ffffff,#cedcd8,#ffffff,#00462e
2000_14_CLE_JAX,JAX,2000_JAX_2.png,#007198,#007198,#007198,#000000,#ffffff,#ffffff,#000000,#000000
2000_14_GB_CHI,CHI,2000_CHI_4.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#03182f,#03182f,#03182f
2000_14_KC_NE,NE,2000_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2000_15_CAR_KC,KC,2000_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2000_15_DET_GB,GB,2000_GB_2.png,#1e3e22,#1e3e22,#1e3e22,#fecb00,#fecb00,#ffffff,#fecb00,#1e3e22
2000_15_ARI_JAX,JAX,2000_JAX_2.png,#007198,#007198,#007198,#000000,#ffffff,#ffffff,#000000,#000000
2000_15_TB_MIA,MIA,2000_MIA_1.png,#ffffff,#ffffff,#ffffff,#356e87,#ffffff,#e85d29,#ffffff,#366f88
2000_15_NE_CHI,CHI,2000_CHI_4.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#03182f,#03182f,#03182f
2000_15_SD_BAL,BAL,2000_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2000_15_CIN_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_15_PIT_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_15_PHI_CLE,CLE,2000_CLE_2.png,#322820,#322820,#322820,#ffffff,#ffffff,#ffffff,#f9461c,#322820
2000_15_SEA_DEN,DEN,2000_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2000_15_NO_SF,SF,2000_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2000_15_WAS_DAL,DAL,2000_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2000_15_MIN_STL,STL,2000_STL_2.png,#122350,#122350,#122350,#11224f,#d8c89c,#d4c292,#001e42,#122350
2000_15_NYJ_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2000_15_BUF_IND,IND,2000_IND_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#3059a3,#ffffff,#00338d
2000_16_WAS_PIT,PIT,2000_PIT_3.png,#000000,#000000,#000000,#ffe135,#ffe135,#ffffff,#000000,#000000
2000_16_OAK_SEA,SEA,2000_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2000_16_GB_MIN,MIN,2000_MIN_2.png,#432c67,#432c67,#432c67,#ffffff,#ffffff,#ffde29,#401b4b,#342f6f
2000_16_DEN_KC,KC,2000_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2000_16_DET_NYJ,NYJ,2000_NYJ_2.png,#00462e,#00462e,#00462e,#00452d,#ffffff,#cedcd8,#ffffff,#00462e
2000_16_JAX_CIN,CIN,2000_CIN_2.png,#000000,#000000,#000000,#000000,#ffffff,#ffffff,#000000,#000000
2000_16_NE_BUF,BUF,2000_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2000_16_ATL_NO,NO,2000_NO_2.png,#000000,#000000,#000000,#000000,#ecdda6,#beaa4c,#a49663,#000000
2000_16_TEN_CLE,CLE,2000_CLE_2.png,#322820,#322820,#322820,#ffffff,#ffffff,#ffffff,#f9461c,#322820
2000_16_SD_CAR,CAR,2000_CAR_2.png,#000000,#000000,#000000,#0099d6,#ced1de,#ffffff,#adb6c2,#000000
2000_16_CHI_SF,SF,2000_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2000_16_BAL_ARI,ARI,2000_ARZ_2.png,#ae0024,#ae0024,#ae0024,#ffffff,#ffffff,#ffffff,#ffffff,#ae0024
2000_16_IND_MIA,MIA,2000_MIA_1.png,#ffffff,#ffffff,#ffffff,#356e87,#ffffff,#e85d29,#ffffff,#366f88
2000_16_NYG_DAL,DAL,2000_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2000_16_STL_TB,TB,2000_TB_2.png,#b00000,#b00000,#b00000,#000000,#4e4e4b,#ff4900,#3d3e3f,#000000
2000_17_JAX_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_17_SF_DEN,DEN,2000_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2000_17_BUF_SEA,SEA,2000_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2000_17_ARI_WAS,WAS,2000_WAS_1.png,#ffffff,#ffffff,#ffffff,#8d030e,#8d030e,#6f0000,#800000,#ffffff
2000_17_CHI_DET,DET,2000_DET_2.png,#0065ae,#0065ae,#0065ae,#cfdaeb,#cfdaeb,#ffffff,#bfc6d3,#1a4c94
2000_17_MIA_NE,NE,2000_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2000_17_NYJ_BAL,BAL,2000_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2000_17_TB_GB,GB,2000_GB_2.png,#1e3e22,#1e3e22,#1e3e22,#fecb00,#fecb00,#ffffff,#fecb00,#1e3e22
2000_17_STL_NO,NO,2000_NO_2.png,#000000,#000000,#000000,#000000,#ecdda6,#beaa4c,#a49663,#000000
2000_17_CIN_PHI,PHI,2000_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2000_17_KC_ATL,ATL,2000_ATL_2.png,#000000,#000000,#000000,#000000,#dcdee2,#ffffff,#000000,#000000
2000_17_PIT_SD,SD,2000_SD_2.png,#0c2244,#0c2244,#0c2244,#0b2143,#ffffff,#ffffff,#0c2244,#0c2244
2000_17_CAR_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2000_17_MIN_IND,IND,2000_IND_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#3059a3,#ffffff,#00338d
2000_17_DAL_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_18_IND_MIA,MIA,2000_MIA_1.png,#ffffff,#ffffff,#ffffff,#356e87,#ffffff,#e85d29,#ffffff,#366f88
2000_18_STL_NO,NO,2000_NO_1.png,#ffffff,#ffffff,#ffffff,#000000,#ecdda6,#000000,#a49663,#000000
2000_18_DEN_BAL,BAL,2000_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2000_18_TB_PHI,PHI,2000_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2000_19_NO_MIN,MIN,2000_MIN_2.png,#432c67,#432c67,#432c67,#ffffff,#ffffff,#ffde29,#401b4b,#342f6f
2000_19_MIA_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2000_19_BAL_TEN,TEN,2000_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2000_19_PHI_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_20_MIN_NYG,NYG,2000_NYG_2.png,#132f8c,#132f8c,#132f8c,#c4c8cb,#c4c8cb,#ffffff,#000062,#132f8c
2000_20_BAL_OAK,OAK,2000_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2001_01_OAK_KC,KC,2001_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2001_01_DET_GB,GB,2001_GB_3.png,#163726,#163726,#163726,#ffd900,#ffd900,#ffffff,#ffc109,#163726
2001_01_TB_DAL,DAL,2001_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2001_01_CAR_MIN,MIN,2001_MIN_2.png,#430170,#430170,#430170,#ffffff,#ffffff,#fff5ce,#401b4b,#342f6f
2001_01_SEA_CLE,CLE,2001_CLE_1.png,#ffffff,#ffffff,#ffffff,#ffffff,#ffffff,#322820,#df6108,#ffffff
2001_01_CHI_BAL,BAL,2001_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2001_01_IND_NYJ,NYJ,2001_NYJ_2.png,#0e421b,#0e421b,#0e421b,#0d411a,#ffffff,#ffffff,#ffffff,#0e421b
2001_01_NE_CIN,CIN,2001_CIN_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#000000,#000000,#000000
2001_01_NO_BUF,BUF,2001_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2001_01_PIT_JAX,JAX,2001_JAX_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#007198,#000000,#000000
2001_01_ATL_SF,SF,2001_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2001_01_WAS_SD,SD,2001_SD_1.png,#ffffff,#ffffff,#ffffff,#0b2143,#ffffff,#0c2244,#0c2244,#0c2244
2001_01_STL_PHI,PHI,2001_PHI_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#004040,#003333,#002b2b
2001_01_MIA_TEN,TEN,2001_TEN_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#ffffff,#ffffff,#03182f
2001_01_NYG_DEN,DEN,2001_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2001_02_NYG_KC,KC,2001_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2001_02_MIN_CHI,CHI,2001_CHI_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#001132,#03182f,#03182f
2001_02_BUF_IND,IND,2001_IND_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#3059a3,#ffffff,#00338d
2001_02_TEN_JAX,JAX,2001_JAX_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#007198,#000000,#000000
2001_02_OAK_MIA,MIA,2001_MIA_1.png,#ffffff,#ffffff,#ffffff,#2396a4,#ffffff,#e2602a,#ffffff,#2496a4
2001_02_BAL_CIN,CIN,2001_CIN_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#000000,#000000,#000000
2001_02_CAR_ATL,ATL,2001_ATL_2.png,#000000,#000000,#000000,#000000,#dcdee2,#ffffff,#000000,#000000
2001_02_SD_DAL,DAL,2001_DAL_1.png,#ffffff,#ffffff,#ffffff,#bfd3d5,#bfd3d5,#100997,#b7c5d2,#100997
2001_02_DET_CLE,CLE,2001_CLE_1.png,#ffffff,#ffffff,#ffffff,#ffffff,#ffffff,#322820,#df6108,#ffffff
2001_02_NYJ_NE,NE,2001_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2001_02_PHI_SEA,SEA,2001_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2001_02_STL_SF,SF,2001_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2001_02_DEN_ARI,ARI,2001_ARZ_1.png,#ffffff,#ffffff,#ffffff,#ae0024,#ae0024,#a30008,#ffffff,#ffffff
2001_02_WAS_GB,GB,2001_GB_3.png,#163726,#163726,#163726,#ffd900,#ffd900,#ffffff,#ffc109,#163726
2001_03_MIA_STL,STL,2001_STL_3.png,#122350,#122350,#122350,#11224f,#d8c89c,#c6ab78,#001e42,#122350
2001_03_TB_MIN,MIN,2001_MIN_2.png,#430170,#430170,#430170,#ffffff,#ffffff,#fff5ce,#401b4b,#342f6f
2001_03_KC_WAS,WAS,2001_WAS_2.png,#8d030e,#8d030e,#8d030e,#ffffff,#ffffff,#ffffff,#800000,#7a060f
2001_03_GB_CAR,CAR,2001_CAR_1.png,#ffffff,#ffffff,#ffffff,#0099d6,#ffffff,#000000,#adb6c2,#1889cd
2001_03_IND_NE,NE,2001_NE_2.png,#03182f,#03182f,#03182f,#02172e,#d7e0ee,#ffffff,#b6c4d2,#03182f
2001_03_PIT_BUF,BUF,2001_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2001_03_NO_NYG,NYG,2001_NYG_3.png,#132f8c,#132f8c,#132f8c,#bbc0c4,#bbc0c4,#ffffff,#070762,#132f8c
2001_03_ATL_ARI,ARI,2001_ARZ_1.png,#ffffff,#ffffff,#ffffff,#ae0024,#ae0024,#a30008,#ffffff,#ffffff
2001_03_SEA_OAK,OAK,2001_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2001_03_CLE_JAX,JAX,2001_JAX_1.png,#ffffff,#ffffff,#ffffff,#000000,#ffffff,#007198,#000000,#000000
2001_03_BAL_DEN,DEN,2001_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2001_03_CIN_SD,SD,2001_SD_1.png,#ffffff,#ffffff,#ffffff,#0b2143,#ffffff,#0c2244,#0c2244,#0c2244
2001_03_DAL_PHI,PHI,2001_PHI_2.png,#ffffff,#ffffff,#ffffff,#000000,#005555,#004040,#003333,#000000
2001_03_SF_NYJ,NYJ,2001_NYJ_2.png,#0e421b,#0e421b,#0e421b,#0d411a,#ffffff,#ffffff,#ffffff,#0e421b
2001_04_MIN_NO,NO,2001_NO_1.png,#ffffff,#ffffff,#ffffff,#000000,#000000,#000000,#bdb280,#000000
2001_04_TEN_BAL,BAL,2001_BAL_2.png,#2a0365,#2a0365,#2a0365,#ffffff,#ffffff,#ffffff,#000000,#ffffff
2001_04_CIN_PIT,PIT,2001_PIT_2.png,#000000,#000000,#000000,#ffe135,#ffe135,#ffffff,#000000,#000000
2001_04_SD_CLE,CLE,2001_CLE_1.png,#ffffff,#ffffff,#ffffff,#ffffff,#ffffff,#322820,#df6108,#ffffff
2001_04_NE_MIA,MIA,2001_MIA_1.png,#ffffff,#ffffff,#ffffff,#2396a4,#ffffff,#e2602a,#ffffff,#2496a4
2001_04_WAS_NYG,NYG,2001_NYG_3.png,#132f8c,#132f8c,#132f8c,#bbc0c4,#bbc0c4,#ffffff,#070762,#132f8c
2001_04_CHI_ATL,ATL,2001_ATL_2.png,#000000,#000000,#000000,#000000,#dcdee2,#ffffff,#000000,#000000
2001_04_ARI_PHI,PHI,2001_PHI_3.png,#004d4d,#004d4d,#004d4d,#000000,#ffffff,#ffffff,#003333,#002b2b
2001_04_KC_DEN,DEN,2001_DEN_2.png,#0c2244,#0c2244,#0c2244,#47546e,#ffffff,#ff3c00,#0c2244,#0c2244
2001_04_JAX_SEA,SEA,2001_SEA_2.png,#0f358c,#0f358c,#0f358c,#dbdddf,#dbdddf,#ffffff,#a5b9d0,#0f358c
2001_04_NYJ_BUF,BUF,2001_BUF_2.png,#00338d,#00338d,#00338d,#00328c,#ffffff,#ffffff,#cd1428,#c60c30
2001_04_DAL_OAK,OAK,2001_OAK_2.png,#000000,#000000,#000000,#000000,#d1d8e2,#d0d5d9,#cacfd5,#000000
2001_04_GB_TB,TB,2001_TB_1.png,#ffffff,#ffffff,#ffffff,#000000,#4e4e4b,#ff6908,#3d3e3f,#000000
2001_04_CAR_SF,SF,2001_SF_2.png,#b61d23,#b61d23,#b61d23,#cdb588,#cdb589,#000000,#c3aa82,#b61d23
2001_04_STL_DET,DET,2001_DET_2.png,#1e56aa,#1e56aa,#1e56aa,#cfdaeb,#cfdaeb,#ffffff,#bfc6d3,#0548ad
2001_05_PIT_KC,KC,2001_KC_2.png,#c90a1d,#c90a1d,#c90a1d,#ffffff,#ffffff,#ffffff,#c20a1c,#c90a1d
2001_05_NYG_STL,STL,2001_STL_3.png,#122350,#122350,#122350,#11224f,#d8c89c,#c6ab78,#001e42,#122350
2001_05_ARI_CHI,CHI,2001_CHI_2.png,#03182f,#03182f,#03182f,#ffffff,#ffffff,#001132,#03182f,#03182f
2001_05_DET_MIN,MIN,2001_MIN_2.png,#430170,#430170,#430170,#ffffff,#ffffff,#fff5ce,#401b4b,#342f6f
2001_05_NO_CAR,CAR,2001_CAR_1.png,#ffffff,#ffffff,#ffffff,#0099d6,#ffffff,#000000,#adb6c2,#1889cd
2001_05_BAL_GB,GB,2001_GB_3.png,#163726,#163726,#163726,#ffd900,#ffd900,#ffffff,#ffc109,#163726
