season,rank,team,full_name,pos,gsis_id,pff_id
2019,8,GB,Aaron Rodgers,QB,00-0023459,2241
2019,9,ATL,Julio Jones,WR,00-0027944,6158
2019,10,DEN,Von Miller,ED,00-0027940,6154
2019,11,HOU,DeAndre Hopkins,WR,00-0030564,7808
2019,12,HOU,J.J. Watt,ED,00-0027949,6163
2019,13,NO,Michael Thomas,WR,00-0032765,10681
2019,14,NO,Alvin Kamara,HB,00-0033906,11822
2019,15,SEA,Bobby Wagner,LB,00-0029255,7050
2019,16,NYG,Saquon Barkley,HB,00-0034844,45791
2019,17,LAC,Philip Rivers,QB,00-0022942,1725
2019,18,DAL,Ezekiel Elliott,HB,00-0033045,10638
2019,19,KC,Tyreek Hill,WR,00-0033040,10799
2019,20,IND,Andrew Luck,QB,00-0029668,7007
2019,21,KC,Travis Kelce,TE,00-0030506,7844
2019,22,NE,Stephon Gilmore,CB,00-0029542,7016
2019,23,CLE,Odell Beckham,WR,00-0031235,8647
2019,24,CAR,Luke Kuechly,LB,00-0029248,7015
2019,25,SEA,Russell Wilson,QB,00-0029263,7077
2019,26,IND,Darius Leonard,LB,00-0034846,49684
2019,27,LA,Jalen Ramsey,CB,00-0033055,10639
2019,28,PHI,Fletcher Cox,DI,00-0029653,7018
2019,29,SF,George Kittle,TE,00-0033288,11901
2019,30,CHI,Eddie Jackson,S,00-0033784,11867
2019,31,LAC,Derwin James,S,00-0034790,51368
2019,32,LA,Jared Goff,QB,00-0033106,10635
2019,33,MIN,Adam Thielen,WR,00-0030035,8288
2019,34,LAC,Melvin Gordon,HB,00-0032144,9448
2019,35,GB,Davante Adams,WR,00-0031381,8688
2019,36,KC,Chris Jones,DI,00-0032762,10671
2019,37,NYJ,Jamal Adams,S,00-0033872,11761
2019,38,LAC,Keenan Allen,WR,00-0030279,7857
2019,39,CHI,Akiem Hicks,DI,00-0029657,7090
2019,40,PHI,Zach Ertz,TE,00-0030061,7816
2019,41,NO,Cameron Jordan,ED,00-0027962,6176
2019,42,CAR,Christian McCaffrey,HB,00-0033280,11763
2019,43,GB,David Bakhtiari,T,00-0030074,7891
2019,44,PIT,Ben Roethlisberger,QB,00-0022924,1732
2019,45,DAL,Demarcus Lawrence,ED,00-0031411,8669
2019,46,ARI,Patrick Peterson,CB,00-0027943,6157
2019,47,PIT,JuJu Smith-Schuster,WR,00-0033857,11817
2019,48,LAC,Melvin Ingram,ED,00-0029249,7024
2019,49,CLE,Myles Garrett,ED,00-0033868,11756
2019,50,CLE,Baker Mayfield,QB,00-0034855,46518
2019,51,HOU,Deshaun Watson,QB,00-0033537,11767
2019,52,DAL,Tyron Smith,T,00-0027947,6161
2019,53,TB,Mike Evans,WR,00-0031408,8642
2019,54,JAX,Calais Campbell,DI,00-0026190,4364
2019,55,MIA,Xavien Howard,CB,00-0033050,10672
2019,56,LAC,Joey Bosa,ED,00-0033156,10637
2019,57,MIN,Danielle Hunter,ED,00-0031565,9521
2019,58,CIN,A.J. Green,WR,00-0027942,6156
2019,59,DAL,Zack Martin,G,00-0031402,8651
2019,60,ARI,Larry Fitzgerald,WR,00-0022921,1724
2019,61,DAL,Jaylon Smith,LB,00-0033052,10668
2019,62,PIT,James Conner,HB,00-0033553,11860
2019,63,SEA,Jadeveon Clowney,ED,00-0031364,8636
2019,64,DAL,Amari Cooper,WR,00-0031544,9437
2019,65,TB,Jason Pierre-Paul,ED,00-0027867,5540
2019,66,IND,Eric Ebron,TE,00-0031387,8645
2019,67,SF,Dee Ford,ED,00-0031297,8658
2019,68,DEN,Phillip Lindsay,HB,00-0034109,12660
2019,69,ATL,Matt Ryan,QB,00-0026143,4317
2019,70,IND,T.Y. Hilton,WR,00-0029608,7092
2019,71,NYJ,C.J. Mosley,LB,00-0031296,8652
2019,72,PHI,Jason Kelce,C,00-0028129,6343
2019,73,MIN,Stefon Diggs,WR,00-0031588,9579
2019,74,DAL,Leighton Vander Esch,LB,00-0034674,50950
2019,75,CAR,Gerald McCoy,DI,00-0027856,5528
2019,76,LA,Robert Woods,WR,00-0030431,7822
2019,77,TEN,Taylor Lewan,T,00-0031442,8646
2019,78,MIN,Kirk Cousins,QB,00-0029604,7102
2019,79,CIN,Geno Atkins,DI,00-0027720,5643
2019,80,BAL,Mark Ingram,HB,00-0027966,6180
2019,81,WAS,Trent Williams,T,00-0027857,5529
2019,82,DEN,Bradley Chubb,ED,00-0034832,48526
2019,83,MIN,Harrison Smith,S,00-0029606,7641
2019,84,CLE,Jarvis Landry,WR,00-0031382,8698
2019,85,KC,Frank Clark,ED,00-0032210,9496
2019,86,DET,Darius Slay,CB,00-0030062,7817
2019,87,CAR,Cam Newton,QB,00-0027939,6153
2019,88,PIT,Cameron Heyward,DI,00-0027969,6183
2019,89,NE,Devin McCourty,S,00-0027647,5552
2019,90,NE,Julian Edelman,WR,00-0027150,5156
2019,91,LA,Andrew Whitworth,T,00-0024270,3000
2019,92,TEN,Jurrell Casey,DI,00-0028015,6229
2019,93,PIT,T.J. Watt,ED,00-0033886,11785
2019,94,KC,Mitchell Schwartz,T,00-0029253,7041
2019,95,CHI,Kyle Fuller,CB,00-0031041,8649
2019,96,PHI,Carson Wentz,QB,00-0032950,10636
2019,97,DAL,Byron Jones,CB,00-0032239,9460
2019,98,SEA,Tyler Lockett,WR,00-0032211,9502
2019,99,TEN,Derrick Henry,HB,00-0032764,10679
2019,100,LA,Eric Weddle,S,00-0025424,3653
2020,1,BAL,Lamar Jackson,QB,00-0034796,46416
2020,2,SEA,Russell Wilson,QB,00-0029263,7077
2020,3,LA,Aaron Donald,DI,00-0031388,8648
2020,4,KC,Patrick Mahomes,QB,00-0033873,11765
2020,5,NO,Michael Thomas,WR,00-0032765,10681
2020,6,CAR,Christian McCaffrey,HB,00-0033280,11763
2020,7,SF,George Kittle,TE,00-0033288,11901
2020,8,ARI,DeAndre Hopkins,WR,00-0030564,7808
2020,9,NE,Stephon Gilmore,CB,00-0029542,7016
2020,10,TEN,Derrick Henry,HB,00-0032764,10679
2020,11,ATL,Julio Jones,WR,00-0027944,6158
2020,12,NO,Drew Brees,QB,00-0020531,802
2020,13,SEA,Bobby Wagner,LB,00-0029255,7050
2020,14,TB,Tom Brady,QB,00-0019596,698
2020,15,ARI,Chandler Jones,ED,00-0029585,7027
2020,16,GB,Aaron Rodgers,QB,00-0023459,2241
2020,17,SF,Nick Bosa,ED,00-0035717,42741
2020,18,KC,Travis Kelce,TE,00-0030506,7844
2020,19,CHI,Khalil Mack,ED,00-0031040,8640
2020,20,HOU,Deshaun Watson,QB,00-0033537,11767
2020,21,MIN,Dalvin Cook,HB,00-0033893,11796
2020,22,KC,Tyreek Hill,WR,00-0033040,10799
2020,23,NO,Cameron Jordan,ED,00-0027962,6176
2020,24,DAL,Ezekiel Elliott,HB,00-0033045,10638
2020,25,PIT,T.J. Watt,ED,00-0033886,11785
2020,26,DEN,Von Miller,ED,00-0027940,6154
2020,27,SEA,Jamal Adams,S,00-0033872,11761
2020,28,SF,Richard Sherman,CB,00-0028092,6306
2020,29,IND,Quenton Nelson,G,00-0034342,12954
2020,30,TB,Mike Evans,WR,00-0031408,8642
2020,31,NYG,Saquon Barkley,HB,00-0034844,45791
2020,32,TB,Shaquil Barrett,ED,00-0031101,9000
2020,33,GB,Aaron Jones,HB,00-0033293,11937
2020,34,LAC,Joey Bosa,ED,00-0033156,10637
2020,35,PIT,Minkah Fitzpatrick,S,00-0034789,51206
2020,36,CLE,Nick Chubb,HB,00-0034791,45783
2020,37,LA,Jalen Ramsey,CB,00-0033055,10639
2020,38,TB,Chris Godwin,WR,00-0033921,11839
2020,39,KC,Tyrann Mathieu,S,00-0030459,7850
2020,40,MIN,Danielle Hunter,ED,00-0031565,9521
2020,41,TEN,Jadeveon Clowney,ED,00-0031364,8636
2020,42,NO,Alvin Kamara,HB,00-0033906,11822
2020,43,SF,Jimmy Garoppolo,QB,00-0031345,8697
2020,44,BAL,Mark Ingram,HB,00-0027966,6180
2020,45,HOU,J.J. Watt,ED,00-0027949,6163
2020,46,DAL,Dak Prescott,QB,00-0033077,10769
2020,47,BUF,Tre'Davious White,CB,00-0033884,11782
2020,48,GB,Za'Darius Smith,ED,00-0031576,9555
2020,49,DAL,Amari Cooper,WR,00-0031544,9437
2020,50,IND,Darius Leonard,LB,00-0034846,49684
2020,51,ATL,Todd Gurley,HB,00-0032241,9443
2020,52,KC,Chris Jones,DI,00-0032762,10671
2020,53,BAL,Marcus Peters,CB,00-0032165,9451
2020,54,BUF,Stefon Diggs,WR,00-0031588,9579
2020,55,DAL,Zack Martin,G,00-0031402,8651
2020,56,IND,DeForest Buckner,DI,00-0032378,10641
2020,57,GB,Davante Adams,WR,00-0031381,8688
2020,58,MIN,Kirk Cousins,QB,00-0029604,7102
2020,59,CLE,Odell Beckham,WR,00-0031235,8647
2020,60,NYG,Logan Ryan,CB,00-0030411,7864
2020,61,CLE,Jarvis Landry,WR,00-0031382,8698
2020,62,GB,David Bakhtiari,T,00-0030074,7891
2020,63,GB,Preston Smith,ED,00-0031935,9471
2020,64,MIN,Harrison Smith,S,00-0029606,7641
2020,65,SEA,Tyler Lockett,WR,00-0032211,9502
2020,66,HOU,Laremy Tunsil,T,00-0032380,10647
2020,67,NO,Demario Davis,LB,00-0029607,7079
2020,68,TEN,Ryan Tannehill,QB,00-0029701,7014
2020,69,ARI,Larry Fitzgerald,WR,00-0022921,1724
2020,70,SF,Fred Warner,LB,00-0034815,51222
2020,71,DEN,Jurrell Casey,DI,00-0028015,6229
2020,72,LV,Josh Jacobs,HB,00-0035700,45953
2020,73,PHI,Fletcher Cox,DI,00-0029653,7018
2020,74,BAL,Ronnie Stanley,T,00-0032965,10640
2020,75,BAL,Earl Thomas,S,00-0027866,5539
2020,76,NO,Marshon Lattimore,CB,00-0033874,11766
2020,77,LAC,Keenan Allen,WR,00-0030279,7857
2020,78,DAL,Tyron Smith,T,00-0027947,6161
2020,79,BAL,Calais Campbell,DI,00-0026190,4364
2020,80,CLE,Myles Garrett,ED,00-0033868,11756
2020,81,SEA,DK Metcalf,WR,00-0035640,47864
2020,82,NO,Ryan Ramczyk,T,00-0033888,11787
2020,83,MIN,Eric Kendricks,LB,00-0031554,9478
2020,84,PIT,Cameron Heyward,DI,00-0027969,6183
2020,85,PHI,Zach Ertz,TE,00-0030061,7816
2020,86,BAL,Marlon Humphrey,CB,00-0033281,11771
2020,87,BUF,Josh Allen,QB,00-0034857,46601
2020,88,DAL,Jaylon Smith,LB,00-0033052,10668
2020,89,LA,Cooper Kupp,WR,00-0033908,11824
2020,90,ARI,Kyler Murray,QB,00-0035228,38334
2020,91,ATL,Grady Jarrett,DI,00-0031583,9570
2020,92,PHI,Darius Slay,CB,00-0030062,7817
2020,93,CHI,Allen Robinson,WR,00-0031428,8696
2020,94,PHI,Jason Kelce,C,00-0028129,6343
2020,95,KC,Frank Clark,ED,00-0032210,9496
2020,96,SEA,Chris Carson,HB,00-0033594,12004
2020,97,ARI,Budda Baker,S,00-0033890,11791
2020,98,PHI,Brandon Brooks,G,00-0029679,7078
2020,99,LV,Darren Waller,TE,00-0031610,9637
2020,100,TB,Lavonte David,LB,00-0029562,7060
