"week","team","gsis_id","weekly_status","current_status","full_name","position","game_id","former_team","years_with_team","last_with_team"
18,"LV","00-0030148","missing","on_depth_chart","Damion Square","DT","2021_18_LAC_LV","LAC",7,2020
18,"LV","00-0032103","missing","on_depth_chart","Denzel Perryman","LB","2021_18_LAC_LV","LAC",6,2020
18,"LV","00-0032116","missing","on_depth_chart","Darius Philon","DT","2021_18_LAC_LV","LAC",4,2018
18,"LV","00-0034545","missing","on_depth_chart","Brandon Facyson","CB","2021_18_LAC_LV","LAC",3,2020
18,"LV","00-0035437","missing","missing","Roderic Teamer","DB","2021_18_LAC_LV","LAC",1,2019
18,"MIA","00-0027136","missing","on_depth_chart","Jason McCourty","DB","2021_18_NE_MIA","NE",3,2020
18,"MIA","00-0031555","missing","on_depth_chart","Eric Rowe","DB","2021_18_NE_MIA","NE",3,2018
18,"MIA","00-0031796","missing","on_depth_chart","Justin Coleman","CB","2021_18_NE_MIA","NE",2,2016
18,"MIA","00-0032442","missing","on_depth_chart","Elandon Roberts","LB","2021_18_NE_MIA","NE",4,2019
18,"MIA","00-0033119","missing","on_depth_chart","Jacoby Brissett","QB","2021_18_NE_MIA","NE",1,2016
18,"MIA","00-0033381","missing","on_depth_chart","Adam Butler","DT","2021_18_NE_MIA","NE",4,2020
18,"MIA","00-0033471","missing","missing","Isaiah Ford","WR","2021_18_NE_MIA","NE",1,2020
18,"MIN","00-0029714","missing","on_depth_chart","Andrew DePaola","LS","2021_18_CHI_MIN","CHI",1,2017
18,"NE","00-0029239","missing","on_depth_chart","Brandon Bolden","RB","2021_18_NE_MIA","MIA",1,2018
18,"NE","00-0031360","missing","on_depth_chart","Kyle Van Noy","LB","2021_18_NE_MIA","MIA",1,2020
18,"NE","00-0032445","missing","on_depth_chart","Ted Karras","OL","2021_18_NE_MIA","MIA",1,2020
18,"NE","00-0033860","missing","missing","Davon Godchaux","DT","2021_18_NE_MIA","MIA",4,2020
18,"NO","00-0030562","missing","missing","Desmond Trufant","CB","2021_18_NO_ATL","ATL",7,2019
18,"NYG","00-0026858","missing","on_depth_chart","Graham Gano","K","2021_18_WAS_NYG","WAS",3,2011
18,"NYG","00-0035263","missing","on_depth_chart","Wes Martin","G","2021_18_WAS_NYG","WAS",2,2020
18,"NYJ","00-0032214","missing","on_depth_chart","Tyler Kroft","TE","2021_18_NYJ_BUF","BUF",2,2020
18,"NYJ","00-0033096","missing","on_depth_chart","Shaq Lawson","DE","2021_18_NYJ_BUF","BUF",4,2019
18,"NYJ","00-0035202","missing","on_depth_chart","Del'Shawn Phillips","LB","2021_18_NYJ_BUF","BUF",1,2020
18,"PIT","00-0033913","missing","on_depth_chart","Chris Wormley","DT","2021_18_PIT_BAL","BAL",3,2019
18,"SEA","00-0030380","missing","on_depth_chart","Benson Mayowa","DE","2021_18_SEA_ARI","ARI",1,2018
18,"SEA","00-0032761","missing","on_depth_chart","Robert Nkemdiche","DT","2021_18_SEA_ARI","ARI",3,2018
18,"SF","00-0033945","missing","on_depth_chart","Samson Ebukam","DE","2021_18_SF_LA","LA",4,2020
18,"TB","00-0031016","missing","on_depth_chart","Ross Cockrell","CB","2021_18_CAR_TB","CAR",1,2019
18,"TEN","00-0029413","missing","on_depth_chart","Ben Jones","C","2021_18_TEN_HOU","HOU",4,2015
18,"TEN","00-0029421","missing","on_depth_chart","Randy Bullock","K","2021_18_TEN_HOU","HOU",3,2015
18,"TEN","00-0030097","missing","on_depth_chart","David Quessenberry","OL","2021_18_TEN_HOU","HOU",2,2017
18,"TEN","00-0030442","missing","on_depth_chart","John Simon","LB","2021_18_TEN_HOU","HOU",3,2016
18,"TEN","00-0031585","missing","on_depth_chart","MyCole Pruitt","TE","2021_18_TEN_HOU","HOU",1,2017
18,"TEN","00-0031921","missing","on_depth_chart","Kendall Lamm","OT","2021_18_TEN_HOU","HOU",4,2018
18,"WAS","00-0031596","missing","on_depth_chart","David Mayo","LB","2021_18_WAS_NYG","NYG",2,2020
18,"WAS","00-0032259","missing","on_depth_chart","Ereck Flowers","T","2021_18_WAS_NYG","NYG",4,2018
18,"WAS","00-0032262","missing","on_depth_chart","Landon Collins","DB","2021_18_WAS_NYG","NYG",4,2018
